repo_owner_name,repo_name,is_private,description,language,stars,ventures_using,venture_ids,venture_names,status
Worldwidebro/ops-005-project-management-ai,ops-005-project-management-ai,True,Civilization OS — OPS-005-Project-Management-AI,,0,67,OPS-001-Fractional-CTO-Agency|OPS-002-Supply-Chain-Optimizer|OPS-003-Event-Planning-AI|OPS-004-Inventory-Management-AI|OPS-005-Project-Management-AI|OPS-006-Document-Automation-AI|OPS-007-Meeting-Assistant-AI|OPS-008-Recruitment-AI|OPS-009-Onboarding-AI|OPS-010-Training-Platform-AI|OPS-011-Performance-Review-AI|OPS-012-IT-Support-AI|OPS-013-Facilities-Management-AI|OPS-014-Travel-Booking-AI|OPS-015-Expense-Management-AI|OPS-016-Contract-Management-AI|OPS-017-Compliance-Monitoring-AI|OPS-018-Quality-Control-AI|OPS-019-Asset-Management-AI|OPS-020-Time-Tracking-AI|OPS-021-Document-Security-AI|OPS-022-Knowledge-Management-AI|OPS-023-Meeting-Transcription-AI|OPS-024-Task-Automation-AI|OPS-025-Resource-Allocation-AI|OPS-026-Budget-Planning-AI|OPS-027-Cost-Optimization-AI|OPS-028-Procurement-AI|OPS-029-Vendor-Management-AI|OPS-030-Contract-Negotiation-AI|OPS-031-Legal-Document-AI|OPS-032-Compliance-Reporting-AI|OPS-033-Training-Content-AI|OPS-034-Employee-Engagement-AI|OPS-035-Succession-Planning-AI|OPS-036-Workspace-Design-AI|OPS-037-Energy-Efficiency-AI|OPS-038-Security-Monitoring-AI|OPS-039-Health-Safety-AI|OPS-040-Disaster-Recovery-AI|OPS-041-IT-Asset-Management|OPS-042-Cloud-Cost-Management|OPS-043-Data-Governance-AI|OPS-044-Network-Monitoring-AI|OPS-045-Software-Licensing-AI|OPS-046-IT-Procurement-AI|OPS-047-System-Integration-AI|OPS-048-Data-Backup-AI|OPS-049-Business-Continuity-AI|OPS-050-Compliance-Audit-AI|OPS-051-Document-Collaboration-AI|OPS-052-Video-Conferencing-AI|OPS-053-Email-Management-AI|OPS-054-Calendar-Optimization-AI|OPS-055-Project-Budget-AI|OPS-056-Resource-Forecasting-AI|OPS-057-Task-Prioritization-AI|OPS-058-Time-Management-AI|OPS-059-Meeting-Minutes-AI|OPS-060-Document-Translation-AI|OPS-061-Form-Automation-AI|OPS-062-Report-Generation-AI|OPS-063-Dashboard-Creation-AI|OPS-064-Analytics-Platform-AI|OPS-065-Data-Cleaning-AI|OPS-066-Workflow-Management-AI|OPS-001-VENTURE-STAFFING,Fractional Cto Agency|Supply Chain Optimizer|Event Planning Ai|Inventory Management Ai|Project Management Ai|Document Automation Ai|Meeting Assistant Ai|Recruitment Ai|Onboarding Ai|Training Platform Ai|Performance Review Ai|It Support Ai|Facilities Management Ai|Travel Booking Ai|Expense Management Ai|Contract Management Ai|Compliance Monitoring Ai|Quality Control Ai|Asset Management Ai|Time Tracking Ai|Document Security Ai|Knowledge Management Ai|Meeting Transcription Ai|Task Automation Ai|Resource Allocation Ai|Budget Planning Ai|Cost Optimization Ai|Procurement Ai|Vendor Management Ai|Contract Negotiation Ai|Legal Document Ai|Compliance Reporting Ai|Training Content Ai|Employee Engagement Ai|Succession Planning Ai|Workspace Design Ai|Energy Efficiency Ai|Security Monitoring Ai|Health Safety Ai|Disaster Recovery Ai|It Asset Management|Cloud Cost Management|Data Governance Ai|Network Monitoring Ai|Software Licensing Ai|It Procurement Ai|System Integration Ai|Data Backup Ai|Business Continuity Ai|Compliance Audit Ai|Document Collaboration Ai|Video Conferencing Ai|Email Management Ai|Calendar Optimization Ai|Project Budget Ai|Resource Forecasting Ai|Task Prioritization Ai|Time Management Ai|Meeting Minutes Ai|Document Translation Ai|Form Automation Ai|Report Generation Ai|Dashboard Creation Ai|Analytics Platform Ai|Data Cleaning Ai|Workflow Management Ai|Venture Staffing Operations,aligned
Worldwidebro/ops-006-document-automation-ai,ops-006-document-automation-ai,True,Civilization OS — OPS-006-Document-Automation-AI,,0,67,OPS-001-Fractional-CTO-Agency|OPS-002-Supply-Chain-Optimizer|OPS-003-Event-Planning-AI|OPS-004-Inventory-Management-AI|OPS-005-Project-Management-AI|OPS-006-Document-Automation-AI|OPS-007-Meeting-Assistant-AI|OPS-008-Recruitment-AI|OPS-009-Onboarding-AI|OPS-010-Training-Platform-AI|OPS-011-Performance-Review-AI|OPS-012-IT-Support-AI|OPS-013-Facilities-Management-AI|OPS-014-Travel-Booking-AI|OPS-015-Expense-Management-AI|OPS-016-Contract-Management-AI|OPS-017-Compliance-Monitoring-AI|OPS-018-Quality-Control-AI|OPS-019-Asset-Management-AI|OPS-020-Time-Tracking-AI|OPS-021-Document-Security-AI|OPS-022-Knowledge-Management-AI|OPS-023-Meeting-Transcription-AI|OPS-024-Task-Automation-AI|OPS-025-Resource-Allocation-AI|OPS-026-Budget-Planning-AI|OPS-027-Cost-Optimization-AI|OPS-028-Procurement-AI|OPS-029-Vendor-Management-AI|OPS-030-Contract-Negotiation-AI|OPS-031-Legal-Document-AI|OPS-032-Compliance-Reporting-AI|OPS-033-Training-Content-AI|OPS-034-Employee-Engagement-AI|OPS-035-Succession-Planning-AI|OPS-036-Workspace-Design-AI|OPS-037-Energy-Efficiency-AI|OPS-038-Security-Monitoring-AI|OPS-039-Health-Safety-AI|OPS-040-Disaster-Recovery-AI|OPS-041-IT-Asset-Management|OPS-042-Cloud-Cost-Management|OPS-043-Data-Governance-AI|OPS-044-Network-Monitoring-AI|OPS-045-Software-Licensing-AI|OPS-046-IT-Procurement-AI|OPS-047-System-Integration-AI|OPS-048-Data-Backup-AI|OPS-049-Business-Continuity-AI|OPS-050-Compliance-Audit-AI|OPS-051-Document-Collaboration-AI|OPS-052-Video-Conferencing-AI|OPS-053-Email-Management-AI|OPS-054-Calendar-Optimization-AI|OPS-055-Project-Budget-AI|OPS-056-Resource-Forecasting-AI|OPS-057-Task-Prioritization-AI|OPS-058-Time-Management-AI|OPS-059-Meeting-Minutes-AI|OPS-060-Document-Translation-AI|OPS-061-Form-Automation-AI|OPS-062-Report-Generation-AI|OPS-063-Dashboard-Creation-AI|OPS-064-Analytics-Platform-AI|OPS-065-Data-Cleaning-AI|OPS-066-Workflow-Management-AI|OPS-001-VENTURE-STAFFING,Fractional Cto Agency|Supply Chain Optimizer|Event Planning Ai|Inventory Management Ai|Project Management Ai|Document Automation Ai|Meeting Assistant Ai|Recruitment Ai|Onboarding Ai|Training Platform Ai|Performance Review Ai|It Support Ai|Facilities Management Ai|Travel Booking Ai|Expense Management Ai|Contract Management Ai|Compliance Monitoring Ai|Quality Control Ai|Asset Management Ai|Time Tracking Ai|Document Security Ai|Knowledge Management Ai|Meeting Transcription Ai|Task Automation Ai|Resource Allocation Ai|Budget Planning Ai|Cost Optimization Ai|Procurement Ai|Vendor Management Ai|Contract Negotiation Ai|Legal Document Ai|Compliance Reporting Ai|Training Content Ai|Employee Engagement Ai|Succession Planning Ai|Workspace Design Ai|Energy Efficiency Ai|Security Monitoring Ai|Health Safety Ai|Disaster Recovery Ai|It Asset Management|Cloud Cost Management|Data Governance Ai|Network Monitoring Ai|Software Licensing Ai|It Procurement Ai|System Integration Ai|Data Backup Ai|Business Continuity Ai|Compliance Audit Ai|Document Collaboration Ai|Video Conferencing Ai|Email Management Ai|Calendar Optimization Ai|Project Budget Ai|Resource Forecasting Ai|Task Prioritization Ai|Time Management Ai|Meeting Minutes Ai|Document Translation Ai|Form Automation Ai|Report Generation Ai|Dashboard Creation Ai|Analytics Platform Ai|Data Cleaning Ai|Workflow Management Ai|Venture Staffing Operations,aligned
Worldwidebro/ops-007-meeting-assistant-ai,ops-007-meeting-assistant-ai,True,Civilization OS — OPS-007-Meeting-Assistant-AI,,0,59,OPS-001-Fractional-CTO-Agency|OPS-002-Supply-Chain-Optimizer|OPS-003-Event-Planning-AI|OPS-004-Inventory-Management-AI|OPS-005-Project-Management-AI|OPS-006-Document-Automation-AI|OPS-007-Meeting-Assistant-AI|OPS-016-Contract-Management-AI|OPS-017-Compliance-Monitoring-AI|OPS-018-Quality-Control-AI|OPS-019-Asset-Management-AI|OPS-020-Time-Tracking-AI|OPS-021-Document-Security-AI|OPS-022-Knowledge-Management-AI|OPS-023-Meeting-Transcription-AI|OPS-024-Task-Automation-AI|OPS-025-Resource-Allocation-AI|OPS-026-Budget-Planning-AI|OPS-027-Cost-Optimization-AI|OPS-028-Procurement-AI|OPS-029-Vendor-Management-AI|OPS-030-Contract-Negotiation-AI|OPS-031-Legal-Document-AI|OPS-032-Compliance-Reporting-AI|OPS-033-Training-Content-AI|OPS-034-Employee-Engagement-AI|OPS-035-Succession-Planning-AI|OPS-036-Workspace-Design-AI|OPS-037-Energy-Efficiency-AI|OPS-038-Security-Monitoring-AI|OPS-039-Health-Safety-AI|OPS-040-Disaster-Recovery-AI|OPS-041-IT-Asset-Management|OPS-042-Cloud-Cost-Management|OPS-043-Data-Governance-AI|OPS-044-Network-Monitoring-AI|OPS-045-Software-Licensing-AI|OPS-046-IT-Procurement-AI|OPS-047-System-Integration-AI|OPS-048-Data-Backup-AI|OPS-049-Business-Continuity-AI|OPS-050-Compliance-Audit-AI|OPS-051-Document-Collaboration-AI|OPS-052-Video-Conferencing-AI|OPS-053-Email-Management-AI|OPS-054-Calendar-Optimization-AI|OPS-055-Project-Budget-AI|OPS-056-Resource-Forecasting-AI|OPS-057-Task-Prioritization-AI|OPS-058-Time-Management-AI|OPS-059-Meeting-Minutes-AI|OPS-060-Document-Translation-AI|OPS-061-Form-Automation-AI|OPS-062-Report-Generation-AI|OPS-063-Dashboard-Creation-AI|OPS-064-Analytics-Platform-AI|OPS-065-Data-Cleaning-AI|OPS-066-Workflow-Management-AI|OPS-001-VENTURE-STAFFING,Fractional Cto Agency|Supply Chain Optimizer|Event Planning Ai|Inventory Management Ai|Project Management Ai|Document Automation Ai|Meeting Assistant Ai|Contract Management Ai|Compliance Monitoring Ai|Quality Control Ai|Asset Management Ai|Time Tracking Ai|Document Security Ai|Knowledge Management Ai|Meeting Transcription Ai|Task Automation Ai|Resource Allocation Ai|Budget Planning Ai|Cost Optimization Ai|Procurement Ai|Vendor Management Ai|Contract Negotiation Ai|Legal Document Ai|Compliance Reporting Ai|Training Content Ai|Employee Engagement Ai|Succession Planning Ai|Workspace Design Ai|Energy Efficiency Ai|Security Monitoring Ai|Health Safety Ai|Disaster Recovery Ai|It Asset Management|Cloud Cost Management|Data Governance Ai|Network Monitoring Ai|Software Licensing Ai|It Procurement Ai|System Integration Ai|Data Backup Ai|Business Continuity Ai|Compliance Audit Ai|Document Collaboration Ai|Video Conferencing Ai|Email Management Ai|Calendar Optimization Ai|Project Budget Ai|Resource Forecasting Ai|Task Prioritization Ai|Time Management Ai|Meeting Minutes Ai|Document Translation Ai|Form Automation Ai|Report Generation Ai|Dashboard Creation Ai|Analytics Platform Ai|Data Cleaning Ai|Workflow Management Ai|Venture Staffing Operations,aligned
Worldwidebro/ops-008-recruitment-ai,ops-008-recruitment-ai,True,Civilization OS — OPS-008-Recruitment-AI,,0,4,OPS-002-Supply-Chain-Optimizer|OPS-008-Recruitment-AI|OPS-058-Time-Management-AI|OPS-001-VENTURE-STAFFING,Supply Chain Optimizer|Recruitment Ai|Time Management Ai|Venture Staffing Operations,aligned
Worldwidebro/ops-009-onboarding-ai,ops-009-onboarding-ai,True,Civilization OS — OPS-009-Onboarding-AI,,0,4,OPS-002-Supply-Chain-Optimizer|OPS-009-Onboarding-AI|OPS-058-Time-Management-AI|OPS-001-VENTURE-STAFFING,Supply Chain Optimizer|Onboarding Ai|Time Management Ai|Venture Staffing Operations,aligned
Worldwidebro/ops-010-training-platform-ai,ops-010-training-platform-ai,True,Civilization OS — OPS-010-Training-Platform-AI,,0,3,OPS-002-Supply-Chain-Optimizer|OPS-010-Training-Platform-AI|OPS-058-Time-Management-AI,Supply Chain Optimizer|Training Platform Ai|Time Management Ai,aligned
Worldwidebro/ops-011-performance-review-ai,ops-011-performance-review-ai,True,Civilization OS — OPS-011-Performance-Review-AI,,0,1,OPS-011-Performance-Review-AI,Performance Review Ai,aligned
Worldwidebro/ops-012-it-support-ai,ops-012-it-support-ai,True,Civilization OS — OPS-012-IT-Support-AI,,0,1,OPS-012-IT-Support-AI,It Support Ai,aligned
Worldwidebro/ops-013-facilities-management-ai,ops-013-facilities-management-ai,True,Civilization OS — OPS-013-Facilities-Management-AI,,0,1,OPS-013-Facilities-Management-AI,Facilities Management Ai,aligned
Worldwidebro/ops-014-travel-booking-ai,ops-014-travel-booking-ai,True,Civilization OS — OPS-014-Travel-Booking-AI,,0,1,OPS-014-Travel-Booking-AI,Travel Booking Ai,aligned
Worldwidebro/ops-015-expense-management-ai,ops-015-expense-management-ai,True,Civilization OS — OPS-015-Expense-Management-AI,,0,1,OPS-015-Expense-Management-AI,Expense Management Ai,aligned
Worldwidebro/ops-staff-001-staffing,ops-staff-001-staffing,True,"Civilization OS: Staffing + HR + AI agent deployment for 749 ventures (human + AI workers, payroll)",Python,0,1,OPS-001-VENTURE-STAFFING,Venture Staffing Operations,aligned
Worldwidebro/ps-001-business-consulting,ps-001-business-consulting,True,,,0,25,PS-001-Business-Consulting|PS-002-Legal-Services|PS-003-Accounting-Services|PS-004-HR-Consulting|PS-005-Marketing-Agency|PS-006-Web-Design-Agency|PS-007-IT-Support-Services|PS-008-Virtual-Assistant-Service|PS-009-Bookkeeping-Service|PS-010-Tax-Preparation-Service|PS-011-Real-Estate-Agency|PS-012-Insurance-Agency|PS-013-Financial-Planning|PS-014-Event-Planning|PS-015-Interior-Design|PS-016-Photography-Service|PS-017-Videography-Service|PS-018-Translation-Services|PS-019-Copywriting-Service|PS-020-Social-Media-Management|PS-021-SEO-Agency|PS-022-PPC-Management|PS-023-PR-Agency|PS-024-Recruiting-Agency|PS-025-Business-Brokerage,Business Consulting|Legal Services|Accounting Services|Hr Consulting|Marketing Agency|Web Design Agency|It Support Services|Virtual Assistant Service|Bookkeeping Service|Tax Preparation Service|Real Estate Agency|Insurance Agency|Financial Planning|Event Planning|Interior Design|Photography Service|Videography Service|Translation Services|Copywriting Service|Social Media Management|Seo Agency|Ppc Management|Pr Agency|Recruiting Agency|Business Brokerage,aligned
Worldwidebro/ps-002-legal-services,ps-002-legal-services,True,,,0,25,PS-001-Business-Consulting|PS-002-Legal-Services|PS-003-Accounting-Services|PS-004-HR-Consulting|PS-005-Marketing-Agency|PS-006-Web-Design-Agency|PS-007-IT-Support-Services|PS-008-Virtual-Assistant-Service|PS-009-Bookkeeping-Service|PS-010-Tax-Preparation-Service|PS-011-Real-Estate-Agency|PS-012-Insurance-Agency|PS-013-Financial-Planning|PS-014-Event-Planning|PS-015-Interior-Design|PS-016-Photography-Service|PS-017-Videography-Service|PS-018-Translation-Services|PS-019-Copywriting-Service|PS-020-Social-Media-Management|PS-021-SEO-Agency|PS-022-PPC-Management|PS-023-PR-Agency|PS-024-Recruiting-Agency|PS-025-Business-Brokerage,Business Consulting|Legal Services|Accounting Services|Hr Consulting|Marketing Agency|Web Design Agency|It Support Services|Virtual Assistant Service|Bookkeeping Service|Tax Preparation Service|Real Estate Agency|Insurance Agency|Financial Planning|Event Planning|Interior Design|Photography Service|Videography Service|Translation Services|Copywriting Service|Social Media Management|Seo Agency|Ppc Management|Pr Agency|Recruiting Agency|Business Brokerage,aligned
Worldwidebro/ps-003-accounting-services,ps-003-accounting-services,True,,,0,25,PS-001-Business-Consulting|PS-002-Legal-Services|PS-003-Accounting-Services|PS-004-HR-Consulting|PS-005-Marketing-Agency|PS-006-Web-Design-Agency|PS-007-IT-Support-Services|PS-008-Virtual-Assistant-Service|PS-009-Bookkeeping-Service|PS-010-Tax-Preparation-Service|PS-011-Real-Estate-Agency|PS-012-Insurance-Agency|PS-013-Financial-Planning|PS-014-Event-Planning|PS-015-Interior-Design|PS-016-Photography-Service|PS-017-Videography-Service|PS-018-Translation-Services|PS-019-Copywriting-Service|PS-020-Social-Media-Management|PS-021-SEO-Agency|PS-022-PPC-Management|PS-023-PR-Agency|PS-024-Recruiting-Agency|PS-025-Business-Brokerage,Business Consulting|Legal Services|Accounting Services|Hr Consulting|Marketing Agency|Web Design Agency|It Support Services|Virtual Assistant Service|Bookkeeping Service|Tax Preparation Service|Real Estate Agency|Insurance Agency|Financial Planning|Event Planning|Interior Design|Photography Service|Videography Service|Translation Services|Copywriting Service|Social Media Management|Seo Agency|Ppc Management|Pr Agency|Recruiting Agency|Business Brokerage,aligned
Worldwidebro/ps-004-hr-consulting,ps-004-hr-consulting,True,,,0,25,PS-001-Business-Consulting|PS-002-Legal-Services|PS-003-Accounting-Services|PS-004-HR-Consulting|PS-005-Marketing-Agency|PS-006-Web-Design-Agency|PS-007-IT-Support-Services|PS-008-Virtual-Assistant-Service|PS-009-Bookkeeping-Service|PS-010-Tax-Preparation-Service|PS-011-Real-Estate-Agency|PS-012-Insurance-Agency|PS-013-Financial-Planning|PS-014-Event-Planning|PS-015-Interior-Design|PS-016-Photography-Service|PS-017-Videography-Service|PS-018-Translation-Services|PS-019-Copywriting-Service|PS-020-Social-Media-Management|PS-021-SEO-Agency|PS-022-PPC-Management|PS-023-PR-Agency|PS-024-Recruiting-Agency|PS-025-Business-Brokerage,Business Consulting|Legal Services|Accounting Services|Hr Consulting|Marketing Agency|Web Design Agency|It Support Services|Virtual Assistant Service|Bookkeeping Service|Tax Preparation Service|Real Estate Agency|Insurance Agency|Financial Planning|Event Planning|Interior Design|Photography Service|Videography Service|Translation Services|Copywriting Service|Social Media Management|Seo Agency|Ppc Management|Pr Agency|Recruiting Agency|Business Brokerage,aligned
Worldwidebro/ps-005-marketing-agency,ps-005-marketing-agency,True,,,0,25,PS-001-Business-Consulting|PS-002-Legal-Services|PS-003-Accounting-Services|PS-004-HR-Consulting|PS-005-Marketing-Agency|PS-006-Web-Design-Agency|PS-007-IT-Support-Services|PS-008-Virtual-Assistant-Service|PS-009-Bookkeeping-Service|PS-010-Tax-Preparation-Service|PS-011-Real-Estate-Agency|PS-012-Insurance-Agency|PS-013-Financial-Planning|PS-014-Event-Planning|PS-015-Interior-Design|PS-016-Photography-Service|PS-017-Videography-Service|PS-018-Translation-Services|PS-019-Copywriting-Service|PS-020-Social-Media-Management|PS-021-SEO-Agency|PS-022-PPC-Management|PS-023-PR-Agency|PS-024-Recruiting-Agency|PS-025-Business-Brokerage,Business Consulting|Legal Services|Accounting Services|Hr Consulting|Marketing Agency|Web Design Agency|It Support Services|Virtual Assistant Service|Bookkeeping Service|Tax Preparation Service|Real Estate Agency|Insurance Agency|Financial Planning|Event Planning|Interior Design|Photography Service|Videography Service|Translation Services|Copywriting Service|Social Media Management|Seo Agency|Ppc Management|Pr Agency|Recruiting Agency|Business Brokerage,aligned
Worldwidebro/ps-006-web-design-agency,ps-006-web-design-agency,True,,,0,25,PS-001-Business-Consulting|PS-002-Legal-Services|PS-003-Accounting-Services|PS-004-HR-Consulting|PS-005-Marketing-Agency|PS-006-Web-Design-Agency|PS-007-IT-Support-Services|PS-008-Virtual-Assistant-Service|PS-009-Bookkeeping-Service|PS-010-Tax-Preparation-Service|PS-011-Real-Estate-Agency|PS-012-Insurance-Agency|PS-013-Financial-Planning|PS-014-Event-Planning|PS-015-Interior-Design|PS-016-Photography-Service|PS-017-Videography-Service|PS-018-Translation-Services|PS-019-Copywriting-Service|PS-020-Social-Media-Management|PS-021-SEO-Agency|PS-022-PPC-Management|PS-023-PR-Agency|PS-024-Recruiting-Agency|PS-025-Business-Brokerage,Business Consulting|Legal Services|Accounting Services|Hr Consulting|Marketing Agency|Web Design Agency|It Support Services|Virtual Assistant Service|Bookkeeping Service|Tax Preparation Service|Real Estate Agency|Insurance Agency|Financial Planning|Event Planning|Interior Design|Photography Service|Videography Service|Translation Services|Copywriting Service|Social Media Management|Seo Agency|Ppc Management|Pr Agency|Recruiting Agency|Business Brokerage,aligned
Worldwidebro/ps-007-it-support-services,ps-007-it-support-services,True,,,0,25,PS-001-Business-Consulting|PS-002-Legal-Services|PS-003-Accounting-Services|PS-004-HR-Consulting|PS-005-Marketing-Agency|PS-006-Web-Design-Agency|PS-007-IT-Support-Services|PS-008-Virtual-Assistant-Service|PS-009-Bookkeeping-Service|PS-010-Tax-Preparation-Service|PS-011-Real-Estate-Agency|PS-012-Insurance-Agency|PS-013-Financial-Planning|PS-014-Event-Planning|PS-015-Interior-Design|PS-016-Photography-Service|PS-017-Videography-Service|PS-018-Translation-Services|PS-019-Copywriting-Service|PS-020-Social-Media-Management|PS-021-SEO-Agency|PS-022-PPC-Management|PS-023-PR-Agency|PS-024-Recruiting-Agency|PS-025-Business-Brokerage,Business Consulting|Legal Services|Accounting Services|Hr Consulting|Marketing Agency|Web Design Agency|It Support Services|Virtual Assistant Service|Bookkeeping Service|Tax Preparation Service|Real Estate Agency|Insurance Agency|Financial Planning|Event Planning|Interior Design|Photography Service|Videography Service|Translation Services|Copywriting Service|Social Media Management|Seo Agency|Ppc Management|Pr Agency|Recruiting Agency|Business Brokerage,aligned
