venture_number,venture_id,venture_name,canonical_sector_id,canonical_sector_name,opco_id,executive_division,business_archetype,portfolio_horizon,development_stage,github_repo_url,live_front_door_url
501,EDU-009,Voiceover Script Library,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-009-voiceover-script-library,https://worldwidebro.github.io/voiceover-script-library/
502,EDU-010,Trade Skills Bootcamp,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-010-trade-skills-bootcamp,https://worldwidebro.github.io/trade-skills-bootcamp/
503,EDU-011,Franchise Blueprint System,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-011-franchise-blueprint-system,https://worldwidebro.github.io/franchise-blueprint-system/
504,EDU-012,Low Income Housing Blueprint,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-012-low-income-housing-blueprint,https://worldwidebro.github.io/low-income-housing-blueprint/
505,EDU-013,Automated Empire Book,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-013-automated-empire-book,https://worldwidebro.github.io/automated-empire-book/
506,EDU-014,Bipoc Creator Incubator,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-014-bipoc-creator-incubator,https://worldwidebro.github.io/bipoc-creator-incubator/
507,EDU-015,Ai Legal Doc Generator,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-015-ai-legal-doc-generator,https://worldwidebro.github.io/ai-legal-doc-generator/
508,EDU-016,Virtual Black Art Museum,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-016-virtual-black-art-museum,https://worldwidebro.github.io/virtual-black-art-museum/
509,EDU-017,Ai Coding Tutor,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H2: Fast-Follow Feeders,growth,https://github.com/Worldwidebro/edu-017-ai-coding-tutor,https://worldwidebro.github.io/ai-coding-tutor/
510,EDU-018,Online Course Creator,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-018-online-course-creator,https://worldwidebro.github.io/online-course-creator/
511,EDU-019,Executive Education Program,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-019-executive-education-program,https://worldwidebro.github.io/executive-education-program/
512,EDU-020,Youth Stem Program,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-020-youth-stem-program,https://worldwidebro.github.io/youth-stem-program/
513,EDU-021,Remote Work Certification,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-021-remote-work-certification,https://worldwidebro.github.io/remote-work-certification/
514,EDU-022,Ai Research Assistant,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-022-ai-research-assistant,https://worldwidebro.github.io/ai-research-assistant/
515,EDU-023,Personal Finance Coach,SEC-005,Education & Training,OpCo-005,04. People,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-023-personal-finance-coach,https://worldwidebro.github.io/personal-finance-coach/
516,EDU-024,Language Learning Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-024-language-learning-ai,https://worldwidebro.github.io/language-learning-ai/
517,EDU-025,Test Preparation Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-025-test-preparation-ai,https://worldwidebro.github.io/test-preparation-ai/
518,EDU-026,Corporate Training Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-026-corporate-training-ai,https://worldwidebro.github.io/corporate-training-ai/
519,EDU-027,Medical Education Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-027-medical-education-ai,https://worldwidebro.github.io/medical-education-ai/
520,EDU-028,Legal Education Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-028-legal-education-ai,https://worldwidebro.github.io/legal-education-ai/
521,EDU-029,Music Education Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-029-music-education-ai,https://worldwidebro.github.io/music-education-ai/
522,EDU-030,Art Education Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-030-art-education-ai,https://worldwidebro.github.io/art-education-ai/
523,EDU-031,Physical Education Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-031-physical-education-ai,https://worldwidebro.github.io/physical-education-ai/
524,EDU-032,Environmental Education Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-032-environmental-education-ai,https://worldwidebro.github.io/environmental-education-ai/
525,EDU-033,Social Studies Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-033-social-studies-ai,https://worldwidebro.github.io/social-studies-ai/
526,EDU-034,Math Education Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-034-math-education-ai,https://worldwidebro.github.io/math-education-ai/
527,EDU-035,Science Education Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-035-science-education-ai,https://worldwidebro.github.io/science-education-ai/
528,EDU-036,Reading Comprehension Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-036-reading-comprehension-ai,https://worldwidebro.github.io/reading-comprehension-ai/
529,EDU-037,Writing Instruction Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-037-writing-instruction-ai,https://worldwidebro.github.io/writing-instruction-ai/
530,EDU-038,Critical Thinking Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-038-critical-thinking-ai,https://worldwidebro.github.io/critical-thinking-ai/
531,EDU-039,Emotional Intelligence Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-039-emotional-intelligence-ai,https://worldwidebro.github.io/emotional-intelligence-ai/
532,EDU-040,Time Management Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/edu-040-time-management-ai,https://worldwidebro.github.io/time-management-ai/
533,COMM-001,Luminary Worldwide Events,SEC-004,Content & Media,OpCo-004,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-001-luminary-worldwide-events,https://worldwidebro.github.io/luminary-worldwide-events/
534,COMM-002,Brotherhood Coaching Network,SEC-004,Content & Media,OpCo-004,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-002-brotherhood-coaching-network,https://worldwidebro.github.io/brotherhood-coaching-network/
535,COMM-003,Ace Senior Care Connect,SEC-004,Content & Media,OpCo-004,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-003-ace-senior-care-connect,https://worldwidebro.github.io/ace-senior-care-connect/
536,COMM-004,Community Outreach Nonprofit,SEC-004,Content & Media,OpCo-004,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-004-community-outreach-nonprofit,https://worldwidebro.github.io/community-outreach-nonprofit/
537,COMM-005,Ace Food Security Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-005-ace-food-security-ai,https://worldwidebro.github.io/ace-food-security-ai/
538,COMM-006,Community Technology Access Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-006-community-technology-access-ai,https://worldwidebro.github.io/community-technology-access-ai/
539,COMM-007,Youth Leadership Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-007-youth-leadership-ai,https://worldwidebro.github.io/youth-leadership-ai/
540,COMM-008,Community Fundraising Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-008-community-fundraising-ai,https://worldwidebro.github.io/community-fundraising-ai/
541,COMM-009,Volunteer Hub Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-009-volunteer-hub-ai,https://worldwidebro.github.io/volunteer-hub-ai/
542,COMM-010,Disaster Relief Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-010-disaster-relief-ai,https://worldwidebro.github.io/disaster-relief-ai/
543,COMM-011,Indigenous Creator Hub,SEC-004,Content & Media,OpCo-004,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-011-indigenous-creator-hub,https://worldwidebro.github.io/indigenous-creator-hub/
544,COMM-012,Black Art Museum Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-012-black-art-museum-ai,https://worldwidebro.github.io/black-art-museum-ai/
545,COMM-013,Women S Empowerment Network,SEC-004,Content & Media,OpCo-004,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-013-women-s-empowerment-network,https://worldwidebro.github.io/women-s-empowerment-network/
546,COMM-014,Veterans Support Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-014-veterans-support-ai,https://worldwidebro.github.io/veterans-support-ai/
547,COMM-015,Youth Mentorship Program,SEC-004,Content & Media,OpCo-004,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-015-youth-mentorship-program,https://worldwidebro.github.io/youth-mentorship-program/
548,COMM-016,Community Health Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-016-community-health-ai,https://worldwidebro.github.io/community-health-ai/
549,COMM-017,Local Business Directory,SEC-004,Content & Media,OpCo-004,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-017-local-business-directory,https://worldwidebro.github.io/local-business-directory/
550,COMM-018,Neighborhood Watch Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-018-neighborhood-watch-ai,https://worldwidebro.github.io/neighborhood-watch-ai/
551,COMM-019,Community Garden Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-019-community-garden-ai,https://worldwidebro.github.io/community-garden-ai/
552,COMM-020,Public Transportation Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-020-public-transportation-ai,https://worldwidebro.github.io/public-transportation-ai/
553,COMM-021,Housing Assistance Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-021-housing-assistance-ai,https://worldwidebro.github.io/housing-assistance-ai/
554,COMM-022,Job Training Center,SEC-004,Content & Media,OpCo-004,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-022-job-training-center,https://worldwidebro.github.io/job-training-center/
555,COMM-023,Elder Companion Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-023-elder-companion-ai,https://worldwidebro.github.io/elder-companion-ai/
556,COMM-024,Youth Sports Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-024-youth-sports-ai,https://worldwidebro.github.io/youth-sports-ai/
557,COMM-025,Community Legal Aid,SEC-004,Content & Media,OpCo-004,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-025-community-legal-aid,https://worldwidebro.github.io/community-legal-aid/
